userid,movieid,tagid
1011,1045,351
1011,1045,16
1011,1153,4
1011,1153,45
1011,1153,51
1011,1296,16
1011,1296,51
1011,1384,-1
1011,1432,16
1011,1459,4
1011,1459,8
1011,1459,45
1011,1682,4
1011,1780,4
1011,1780,45
1011,1858,51
1011,1884,4
1011,1884,8
1011,1884,45
1011,2005,-1
1048,239,4
1048,239,45
1048,375,14
1048,375,4
1048,375,45
1048,397,4
1048,397,45
1048,438,14
1048,438,4
1048,438,45
1048,490,14
1048,490,4
1048,840,-1
1048,1268,4
1048,1268,45
1048,1268,29
1048,1338,16
1048,1338,72
1048,1338,29
1048,1365,14
1048,1365,16
1048,1365,72
1048,1418,16
1048,1418,72
1048,1475,51
1048,1488,16
1048,1488,72
1048,1490,14
1048,1490,4
1048,1490,45
1048,1698,14
1048,1698,4
1048,1698,45
1048,1784,14
1048,1784,16
1048,1784,4
1074,107,16
1074,503,4
1074,503,15
1074,615,49
1074,615,51
1074,734,1195
1074,734,0
1074,734,51
1074,777,16
1074,777,4
1074,852,4
1074,929,15
1074,1236,16
1074,1236,51
1074,1321,4
1074,1379,4
1074,1379,51
1074,1404,4
1074,1404,549
1074,1502,16
1074,1502,4
1074,1763,294
1074,1763,273
1074,1819,16
1074,1819,4
1074,1951,-1
1076,273,14
1076,288,18
1076,302,61
1076,302,16
1076,302,14
1076,410,-1
1076,562,61
1076,605,52
1076,634,147
1076,634,61
1076,806,147
1076,806,18
1076,820,14
1076,1273,61
1076,1408,-1
1076,1448,-1
1076,1470,61
1076,1470,16
1076,1498,61
1076,1845,61
1084,53,-1
1084,437,-1
1084,448,-1
1084,656,4
1084,660,61
1084,879,52
1084,879,54
1084,879,84
1084,1111,4
1084,1276,9
1084,1448,150
1084,1448,15
1084,1553,4
1084,1745,4
1084,1812,4
1084,1812,150
1084,1907,-1
1084,1939,-1
1084,1975,104
1084,1975,150
1087,52,52
1087,52,7
1087,419,-1
1087,483,61
1087,483,4
1087,483,45
1087,483,52
1087,483,14
1087,500,61
1087,500,14
1087,786,52
1087,786,84
1087,786,51
1087,888,61
1087,888,16
1087,888,4
1087,1008,4
1087,1008,7
1087,1008,45
1087,1013,61
1087,1013,16
1087,1083,52
1087,1083,4
1087,1083,45
1087,1139,52
1087,1139,51
1087,1252,4
1087,1252,45
1087,1252,84
1087,1252,7
1087,1252,14
1087,1377,14
1087,1377,77
1087,1629,14
1087,1629,16
1087,1629,51
1087,1720,52
1087,1834,4
1087,1834,45
1101,54,4
1101,54,7
1101,90,16
1101,90,4
1101,90,45
1101,177,4
1101,177,9
1101,337,79
1101,526,4
1101,579,-1
1101,669,4
1101,669,51
1101,672,4
1101,672,7
1101,672,45
1101,825,338
1101,825,7
1101,831,-1
1101,1209,51
1101,1323,4
1101,1323,51
1101,1323,56
1101,1491,4
1101,1491,45
1101,1823,4
1101,1823,45
1101,1823,56
1101,1841,-1
1121,44,197
1121,209,129
1121,209,4
1121,362,61
1121,362,4
1121,522,61
1121,626,61
1121,626,4
1121,626,79
1121,1101,-1
1121,1223,4
1121,1285,4
1121,1285,72
1121,1375,4
1121,1552,79
1121,1666,-1
1121,1685,86
1121,1716,4
1121,1716,7
1121,1930,72
1121,1945,4
1141,167,4
1141,167,45
1141,407,4
1141,407,55
1141,407,45
1141,662,12
1141,662,4
1141,662,55
1141,662,45
1141,847,14
1141,847,4
1141,847,45
1141,960,4
1141,960,45
1141,960,15
1141,1006,45
1141,1110,4
1141,1110,45
1141,1186,-1
1141,1300,4
1141,1300,45
1141,1308,45
1141,1350,4
1141,1350,45
1141,1599,15
1141,1813,4
1141,1838,-1
1141,1894,147
1141,1894,14
1141,1894,4
1141,1894,45
1144,346,0
1144,346,4
1144,346,18
1144,346,15
1144,637,4
1144,637,0
1144,637,15
1144,945,120
1144,945,61
1144,945,72
1144,1042,14
1144,1042,0
1144,1111,120
1144,1111,14
1144,1111,4
1144,1173,61
1144,1173,4
1144,1173,94
1144,1174,15
1144,1242,72
1144,1242,0
1144,1420,595
1144,1482,14
1144,1527,-1
1144,1628,14
1144,1680,-1
1144,1792,14
1144,1872,72
1144,1872,0
1197,136,4
1197,136,0
1197,196,0
1197,351,14
1197,351,121
1197,370,15
1197,370,4
1197,370,45
1197,370,665
1197,370,0
1197,379,14
1197,379,121
1197,379,327
1197,477,14
1197,598,4
1197,598,282
1197,598,45
1197,609,14
1197,609,15
1197,750,14
1197,750,16
1197,787,16
1197,787,51
1197,858,4
1197,858,45
1197,858,15
1197,1201,16
1197,1201,0
1197,1238,-1
1197,1480,-1
1197,1746,0
1197,1746,45
1208,54,4
1208,54,84
1208,284,72
1208,423,4
1208,706,54
1208,706,51
1208,874,595
1208,874,84
1208,878,-1
1208,917,84
1208,1022,54
1208,1022,51
1208,1063,-1
1208,1095,4
1208,1187,4
1208,1537,-1
1208,1636,54
1208,1636,51
1208,1700,-1
1208,1904,4
1209,67,129
1209,67,16
1209,67,14
1209,218,288
1209,218,14
1209,604,61
1209,604,16
1209,604,14
1209,638,61
1209,638,16
1209,638,14
1209,970,61
1209,970,0
1209,970,14
1209,1060,61
1209,1060,16
1209,1060,129
1209,1074,61
1209,1074,16
1209,1074,14
1209,1184,14
1209,1184,16
1209,1184,7
1209,1213,16
1209,1213,71
1209,1447,-1
1209,1448,42
1209,1523,0
1209,1610,16
1209,1812,-1
1209,1916,61
1209,1916,14
1214,270,14
1214,270,4
1214,270,84
1214,270,29
1214,338,14
1214,338,0
1214,498,14
1214,498,4
1214,498,86
1214,498,15
1214,537,61
1214,537,125
1214,754,4
1214,754,84
1214,754,29
1214,890,61
1214,890,4
1214,1069,29
1214,1316,14
1214,1316,290
1214,1353,4
1214,1353,86
1214,1353,15
1214,1410,4
1214,1434,61
1214,1434,4
1214,1434,0
1214,1668,4
1214,1668,0
1214,1779,123
1214,1779,4
1214,1779,29
1214,1802,14
1214,1825,61
1214,1825,4
1227,77,6
1227,77,4
1227,113,14
1227,113,16
1227,136,4
1227,136,0
1227,147,52
1227,147,121
1227,244,4
1227,412,121
1227,766,-1
1227,812,51
1227,833,52
1227,833,51
1227,1223,52
1227,1223,4
1227,1223,51
1227,1241,52
1227,1241,6
1227,1241,51
1227,1482,14
1227,1482,51
1227,1559,-1
1227,1681,-1
1227,1891,-1
1231,55,14
1231,55,4
1231,55,153
1231,386,4
1231,386,45
1231,392,4
1231,392,18
1231,392,45
1231,392,51
1231,394,4
1231,394,45
1231,684,4
1231,684,72
1231,684,51
1231,754,4
1231,754,45
1231,754,84
1231,803,4
1231,803,84
1231,929,14
1231,953,12
1231,953,14
1231,953,51
1231,1012,14
1231,1012,4
1231,1111,14
1231,1111,4
1231,1111,45
1231,1125,14
1231,1125,4
1231,1125,45
1231,1577,51
1231,1776,4
1231,1776,45
1231,2001,14
1231,2001,18
1231,2001,318
1250,46,-1
1250,424,56
1250,476,15
1250,534,56
1250,789,-1
1250,1011,56
1250,1029,13
1250,1029,29
1250,1075,-1
1250,1108,-1
1250,1450,-1
1250,1658,-1
1250,1837,36
1250,1837,56
1250,1883,56
1250,1887,8
1250,1887,56
1250,1974,16
1250,1974,9
1250,1974,15
1261,4,18
1261,4,0
1261,158,61
1261,169,-1
1261,179,-1
1261,392,18
1261,550,13
1261,1113,-1
1261,1168,61
1261,1228,-1
1261,1230,18
1261,1260,0
1261,1694,290
1261,1827,61
1261,1827,18
1261,1827,290
1261,1854,18
1261,1945,0
1278,26,6
1278,26,4
1278,26,23
1278,161,135
1278,161,4
1278,161,14
1278,350,4
1278,437,79
1278,685,4
1278,705,16
1278,793,14
1278,798,79
1278,1000,14
1278,1000,16
1278,1142,14
1278,1332,61
1278,1332,4
1278,1332,14
1278,1357,135
1278,1357,4
1278,1562,16
1278,1562,29
1278,1614,14
1278,1614,4
1278,1929,79
1282,3,4
1282,3,7
1282,3,0
1282,20,52
1282,20,51
1282,21,115
1282,21,4
1282,21,0
1282,21,84
1282,179,4
1282,179,84
1282,265,52
1282,265,61
1282,265,51
1282,328,4
1282,328,7
1282,515,4
1282,515,18
1282,639,61
1282,639,4
1282,639,0
1282,639,14
1282,1001,14
1282,1472,52
1282,1506,4
1282,1538,4
1282,1538,18
1282,1538,0
1282,1728,-1
1282,1800,14
1282,1800,4
1282,1800,7
1282,1925,7
1307,8,12
1307,8,14
1307,36,-1
1307,94,14
1307,94,86
1307,285,14
1307,285,16
1307,285,72
1307,384,4
1307,384,45
1307,384,15
1307,488,14
1307,488,4
1307,488,45
1307,524,7
1307,524,45
1307,621,4
1307,621,45
1307,621,1110
1307,621,15
1307,708,288
1307,873,4
1307,873,86
1307,924,4
1307,1017,4
1307,1017,45
1307,1407,-1
1307,1487,16
1307,1487,15
1307,1592,288
1309,159,14
1309,159,4
1309,185,14
1309,427,79
1309,598,4
1309,678,4
1309,844,14
1309,871,-1
1309,1103,14
1309,1103,4
1309,1405,14
1309,1556,4
1309,1556,7
1309,1649,4
1309,1649,7
1309,1692,4
1309,1718,14
1309,1936,9
1309,1994,9
1360,203,61
1360,203,18
1360,203,51
1360,348,61
1360,348,4
1360,348,18
1360,619,61
1360,619,4
1360,888,4
1360,888,61
1360,888,16
1360,888,72
1360,914,61
1360,914,4
1360,1015,4
1360,1212,4
1360,1212,18
1360,1442,61
1360,1442,4
1360,1442,18
1360,1442,51
1360,1448,-1
1360,1490,61
1360,1490,4
1360,1490,18
1360,1558,4
1360,1558,18
1360,1558,86
1360,1632,4
1360,1632,86
1360,1860,4
1360,1882,16
1360,2011,-1
1368,49,4
1368,49,45
1368,135,54
1368,135,51
1368,200,4
1368,200,18
1368,200,45
1368,388,288
1368,388,4
1368,388,18
1368,388,45
1368,388,0
1368,404,4
1368,404,0
1368,404,45
1368,411,61
1368,411,4
1368,411,18
1368,411,45
1368,495,-1
1368,525,61
1368,525,4
1368,525,18
1368,525,45
1368,525,289
1368,1171,4
1368,1171,0
1368,1171,45
1368,1194,61
1368,1194,4
1368,1194,45
1368,1194,51
1368,1198,347
1368,1198,61
1368,1198,0
1368,1230,4
1368,1230,18
1368,1230,45
1368,1453,61
1368,1453,4
1368,1453,45
1368,1701,-1
1368,1782,4
1368,1782,45
1376,88,15
1376,88,4
1376,88,18
1376,88,45
1376,88,14
1376,362,14
1376,362,4
1376,362,15
1376,586,4
1376,586,2
1376,586,45
1376,614,-1
1376,705,15
1376,740,4
1376,740,15
1376,830,14
1376,883,14
1376,883,0
1376,1002,45
1376,1063,14
1376,1363,4
1376,1363,18
1376,1363,45
1376,1406,4
1376,1705,2055
1376,1705,14
1376,1901,14
1376,1901,0
1376,1901,15
1376,1916,14
1376,1916,4
1376,1916,45
1414,96,0
1414,96,72
1414,96,45
1414,288,18
1414,288,51
1414,327,0
1414,327,45
1414,354,0
1414,354,509
1414,383,237
1414,463,45
1414,549,45
1414,550,45
1414,899,72
1414,912,51
1414,1077,-1
1414,1526,-1
1414,1790,72
1414,1931,595
1414,2000,-1
1439,76,61
1439,76,8
1439,76,14
1439,268,12
1439,268,15
1439,295,4
1439,295,86
1439,295,51
1439,423,4
1439,714,4
1439,714,86
1439,1084,14
1439,1088,14
1439,1200,14
1439,1284,590
1439,1284,61
1439,1284,4
1439,1284,86
1439,1346,14
1439,1346,4
1439,1346,15
1439,1488,72
1439,1488,15
1439,1617,14
1439,1617,72
1439,1617,51
1439,1805,72
1439,1805,8
1439,1834,4
1439,1834,86
1439,1916,61
1439,1916,4
1439,1916,8
1439,1916,14
1440,14,4
1440,14,86
1440,14,0
1440,45,52
1440,192,4
1440,192,52
1440,192,0
1440,192,294
1440,192,86
1440,369,86
1440,369,16
1440,369,4
1440,369,0
1440,512,14
1440,512,16
1440,630,52
1440,630,14
1440,813,4
1440,1140,4
1440,1255,52
1440,1296,14
1440,1296,16
1440,1409,14
1440,1409,16
1440,1534,14
1440,1534,4
1440,1534,0
1440,1659,4
1440,1659,22
1440,1718,52
1440,1718,14
1440,1718,0
1440,1875,14
1440,1875,16
1443,102,52
1443,102,51
1443,107,72
1443,107,365
1443,120,45
1443,120,51
1443,164,72
1443,207,-1
1443,385,72
1443,540,45
1443,540,15
1443,634,282
1443,634,15
1443,1150,45
1443,1297,-1
1443,1467,-1
1443,1471,52
1443,1506,15
1443,1506,72
1443,1506,163
1443,1628,51
1443,1774,-1
1444,131,2
1444,131,0
1444,152,14
1444,152,0
1444,182,14
1444,182,0
1444,206,14
1444,206,0
1444,242,-1
1444,339,16
1444,453,14
1444,453,0
1444,603,0
1444,880,61
1444,880,16
1444,880,14
1444,1106,14
1444,1388,14
1444,1566,14
1444,1702,61
1444,1702,0
1444,1824,-1
1444,1853,61
1444,1853,14
1452,251,16
1452,251,7
1452,782,4
1452,782,7
1452,909,61
1452,909,16
1452,909,29
1452,924,4
1452,957,-1
1452,1006,7
1452,1006,51
1452,1020,12
1452,1207,4
1452,1207,84
1452,1207,29
1452,1221,61
1452,1221,4
1452,1336,4
1452,1336,7
1452,1405,-1
1452,1424,1550
1452,1537,582
1452,1578,4
1452,1930,16
1452,1930,29
1460,247,4
1460,247,150
1460,405,4
1460,405,86
1460,405,0
1460,692,72
1460,692,153
1460,701,52
1460,817,4
1460,817,150
1460,817,0
1460,817,51
1460,821,4
1460,821,0
1460,821,153
1460,938,4
1460,938,18
1460,1077,61
1460,1077,150
1460,1446,0
1460,1535,52
1460,1535,18
1460,1535,51
1460,1537,-1
1460,1608,61
1460,1608,4
1460,1608,153
1460,1646,4
1460,1646,150
1460,1829,72
1460,1849,52
1460,1849,4
1460,1849,51
1462,51,4
1462,51,51
1462,125,4
1462,125,45
1462,170,14
1462,170,51
1462,468,31
1462,468,4
1462,468,45
1462,468,14
1462,468,562
1462,614,13
1462,801,4
1462,801,51
1462,825,86
1462,1054,14
1462,1054,13
1462,1304,126
1462,1362,4
1462,1362,45
1462,1496,14
1462,1585,14
1462,1585,16
1462,1585,4
1462,1585,45
1462,1642,4
1462,1642,45
1462,1985,16
1462,2011,-1
1464,88,4
1464,88,18
1464,88,150
1464,220,61
1464,220,150
1464,383,12
1464,383,61
1464,432,290
1464,701,52
1464,987,-1
1464,1184,16
1464,1184,4
1464,1233,0
1464,1334,-1
1464,1400,4
1464,1400,18
1464,1587,4
1464,1587,18
1464,1691,52
1464,1691,54
1464,1754,61
1464,1754,16
1464,1754,4
1464,1874,16
1464,1874,4
1464,2006,12
1464,2006,4
1467,71,16
1467,71,4
1467,71,45
1467,71,84
1467,243,0
1467,243,4
1467,243,45
1467,243,69
1467,339,16
1467,575,4
1467,575,45
1467,766,-1
1467,846,61
1467,846,16
1467,1227,100
1467,1227,153
1467,1540,14
1467,1540,4
1467,1540,51
1467,1624,4
1467,1642,4
1467,1642,45
1467,1690,51
1467,1746,45
1467,1746,0
1467,1746,69
1467,1803,347
1467,1803,14
1467,1803,16
1467,1803,100
1467,1840,16
1467,1840,4
1467,1899,84
1521,24,14
1521,24,18
1521,177,4
1521,177,18
1521,389,4
1521,389,51
1521,434,244
1521,434,14
1521,434,4
1521,556,4
1521,631,14
1521,951,4
1521,1040,14
1521,1040,4
1521,1254,4
1521,1495,-1
1521,1557,4
1521,1557,398
1521,1597,-1
1521,1866,14
1521,1916,14
1521,1916,4
1521,1935,14
1524,108,4
1524,147,8
1524,324,4
1524,593,-1
1524,794,162
1524,794,61
1524,794,4
1524,1259,6
1524,1259,4
1524,1259,0
1524,1259,61
1524,1380,0
1524,1401,4
1524,1401,8
1524,1412,6
1524,1412,4
1524,1425,4
1524,1426,-1
1524,1769,61
1524,1769,8
1524,1769,0
1524,1781,61
1524,1781,4
1524,1781,8
1524,1785,-1
1524,1989,1325
1532,109,-1
1532,189,45
1532,247,45
1532,359,-1
1532,514,-1
1532,653,7
1532,840,69
1532,840,58
1532,892,28
1532,892,51
1532,938,45
1532,1345,12
1532,1425,9
1532,1557,9
1532,1557,45
1532,1657,29
1532,1795,-1
1532,1960,-1
1555,20,54
1555,89,14
1555,183,61
1555,183,4
1555,183,45
1555,291,-1
1555,389,4
1555,389,54
1555,718,61
1555,773,-1
1555,829,4
1555,829,45
1555,1233,-1
1555,1311,1195
1555,1389,-1
1555,1448,-1
1555,1610,16
1555,1610,4
1555,1656,61
1555,1656,16
1555,1656,351
1555,1656,14
1555,1904,4
1555,1904,45
1564,74,52
1564,259,16
1564,259,0
1564,259,15
1564,480,4
1564,510,52
1564,510,16
1564,550,4
1564,562,4
1564,670,4
1564,670,0
1564,711,-1
1564,784,4
1564,784,0
1564,784,9
1564,1019,16
1564,1019,15
1564,1292,16
1564,1293,329
1564,1293,0
1564,1374,52
1564,1751,52
1564,1940,52
1564,1940,4
1564,1940,0
1572,324,14
1572,327,14
1572,327,0
1572,327,45
1572,373,45
1572,504,14
1572,504,45
1572,545,61
1572,545,14
1572,607,61
1572,607,45
1572,671,14
1572,671,0
1572,671,45
1572,714,86
1572,714,31
1572,714,0
1572,760,61
1572,760,45
1572,760,14
1572,839,72
1572,870,14
1572,870,72
1572,1099,72
1572,1099,31
1572,1282,0
1572,1282,45
1572,1593,-1
1572,1884,61
1572,1884,31
1572,1884,45
1575,175,138
1575,175,52
1575,175,69
1575,175,58
1575,469,4
1575,491,4
1575,491,0
1575,750,14
1575,752,4
1575,975,4
1575,988,52
1575,988,4
1575,991,14
1575,1048,14
1575,1048,4
1575,1048,290
1575,1395,4
1575,1689,4
1575,1724,182
1575,1819,14
1575,1819,4
1575,1924,14
1575,1931,52
1586,37,8
1586,37,45
1586,82,120
1586,82,61
1586,101,61
1586,285,385
1586,362,61
1586,362,4
1586,362,282
1586,465,49
1586,633,-1
1586,951,4
1586,951,595
1586,951,45
1586,1070,61
1586,1109,595
1586,1164,61
1586,1164,4
1586,1265,61
1586,1265,4
1586,1265,55
1586,1400,4
1586,1400,45
1586,1749,421
1586,1749,4
1586,1749,45
1586,1749,1602
1586,1881,61
1595,144,4
1595,452,51
1595,631,14
1595,644,4
1595,644,7
1595,676,14
1595,676,4
1595,676,49
1595,676,51
1595,723,4
1595,883,123
1595,883,14
1595,963,4
1595,963,7
1595,1278,4
1595,1288,4
1595,1544,4
1595,1544,7
1595,1598,123
1595,1625,16
1595,1625,51
1595,1787,14
1595,1787,51
1595,1914,16
1609,214,84
1609,557,45
1609,557,51
1609,605,0
1609,605,45
1609,687,-1
1609,689,-1
1609,753,0
1609,859,45
1609,941,78
1609,1059,-1
1609,1114,0
1609,1114,45
1609,1114,84
1609,1135,84
1609,1406,-1
1609,1414,-1
1609,1470,-1
1609,1593,84
1609,1593,51
1625,102,4
1625,320,14
1625,488,14
1625,488,4
1625,488,45
1625,535,14
1625,535,4
1625,535,45
1625,623,77
1625,630,14
1625,724,595
1625,821,14
1625,821,4
1625,821,595
1625,821,153
1625,924,4
1625,988,4
1625,1138,77
1625,1184,14
1625,1184,4
1625,1530,4
1625,1530,45
1625,1647,14
1625,1647,4
1625,1647,45
1625,1851,115
1625,1851,197
1652,112,4
1652,211,4
1652,220,150
1652,396,4
1652,396,115
1652,675,4
1652,697,-1
1652,778,4
1652,900,4
1652,900,498
1652,926,4
1652,1285,52
1652,1285,4
1652,1379,4
1652,1379,487
1652,1449,52
1652,1513,-1
1652,1843,-1
1652,1989,-1
1663,42,14
1663,42,4
1663,280,16
1663,369,16
1663,369,4
1663,439,150
1663,439,206
1663,649,4
1663,675,4
1663,675,65
1663,730,14
1663,730,16
1663,741,14
1663,971,14
1663,971,150
1663,1269,14
1663,1370,8
1663,1492,14
1663,1492,8
1663,1711,-1
1663,1848,14
1663,1848,16
1663,1927,16
1663,1927,4
1663,1927,150
1663,1927,206
1683,215,595
1683,553,421
1683,553,45
1683,553,51
1683,621,45
1683,760,61
1683,760,45
1683,885,84
1683,885,58
1683,889,-1
1683,915,53
1683,915,51
1683,1213,53
1683,1250,-1
1683,1400,45
1683,1770,595
1683,1912,58
1683,1927,61
1683,1953,45
1683,1997,45
1683,1997,51
1684,35,61
1684,218,14
1684,225,61
1684,225,4
1684,225,18
1684,399,4
1684,399,18
1684,515,4
1684,515,18
1684,537,61
1684,886,14
1684,1108,51
1684,1239,14
1684,1239,4
1684,1239,18
1684,1316,14
1684,1375,4
1684,1375,51
1684,1650,84
1684,1832,14
1684,1832,84
1684,1848,61
1684,1848,14
1684,1932,-1
1689,164,61
1689,164,16
1689,164,4
1689,295,4
1689,295,45
1689,539,4
1689,539,0
1689,539,45
1689,574,4
1689,574,18
1689,575,4
1689,575,18
1689,575,45
1689,639,61
1689,639,4
1689,639,0
1689,639,153
1689,934,4
1689,934,0
1689,934,45
1689,1016,53
1689,1016,16
1689,1016,45
1689,1076,288
1689,1076,16
1689,1076,0
1689,1082,288
1689,1082,45
1689,1136,67
1689,1219,4
1689,1219,18
1689,1360,61
1689,1360,77
1689,1360,288
1689,1574,890
1689,1574,16
1689,1574,0
1689,1631,4
1689,1631,45
1691,13,14
1691,13,4
1691,13,45
1691,305,4
1691,305,45
1691,305,15
1691,545,14
1691,545,206
1691,553,4
1691,553,45
1691,553,15
1691,653,-1
1691,680,4
1691,1054,12
1691,1054,8
1691,1054,14
1691,1136,14
1691,1136,8
1691,1322,14
1691,1328,8
1691,1334,8
1691,1334,77
1691,1865,77
1691,1898,-1
1691,1913,4
1691,1913,8
1691,1913,45
1691,1915,4
1691,1915,45
1699,27,4
1699,27,18
1699,54,4
1699,120,4
1699,120,18
1699,166,4
1699,166,132
1699,196,61
1699,196,153
1699,373,4
1699,412,61
1699,412,36
1699,419,-1
1699,444,4
1699,444,153
1699,511,4
1699,799,61
1699,799,4
1699,804,-1
1699,1069,-1
1699,1320,61
1699,1320,4
1699,1410,4
1738,114,4
1738,144,4
1738,305,4
1738,305,45
1738,350,4
1738,350,9
1738,350,45
1738,371,4
1738,371,45
1738,371,9
1738,659,4
1738,659,0
1738,956,61
1738,985,-1
1738,1020,13
1738,1139,51
1738,1567,4
1738,1661,61
1738,1661,4
1738,1661,0
1738,1685,-1
1738,1745,4
1738,1745,45
1738,1905,61
1738,1905,4
1738,1905,45
1746,121,61
1746,172,61
1746,172,16
1746,172,18
1746,241,18
1746,622,-1
1746,836,51
1746,860,16
1746,877,51
1746,1190,135
1746,1190,18
1746,1250,16
1746,1414,61
1746,1459,61
1746,1549,16
1746,1549,29
1746,1700,18
1746,1889,-1
1746,1906,18
1769,288,-1
1769,373,4
1769,471,14
1769,599,14
1769,599,4
1769,599,318
1769,825,29
1769,844,14
1769,844,121
1769,864,4
1769,864,0
1769,977,14
1769,977,72
1769,1249,14
1769,1249,72
1769,1266,72
1769,1319,14
1769,1319,0
1769,1661,4
1769,1661,0
1769,1756,595
1769,1774,14
1769,1774,29
1769,1797,14
1769,1797,72
1792,45,69
1792,81,4
1792,391,135
1792,391,4
1792,918,4
1792,918,29
1792,991,-1
1792,1077,837
1792,1108,-1
1792,1267,4
1792,1382,-1
1792,1433,-1
1792,1478,4
1792,1478,29
1792,1737,135
1792,1737,4
1792,1746,69
1792,1759,4
1792,1838,-1
1809,15,-1
1809,61,18
1809,61,45
1809,110,49
1809,204,61
1809,204,16
1809,364,-1
1809,473,61
1809,473,8
1809,608,-1
1809,830,-1
1809,911,61
1809,911,45
1809,1017,18
1809,1017,45
1809,1304,18
1809,1320,61
1809,1320,45
1809,1320,8
1809,1320,69
1809,1331,16
1809,1331,49
1809,1502,16
1809,1774,288
1840,2,4
1840,2,18
1840,14,4
1840,14,86
1840,64,14
1840,64,4
1840,64,45
1840,205,4
1840,205,18
1840,205,45
1840,535,14
1840,535,4
1840,535,45
1840,704,4
1840,704,51
1840,741,14
1840,959,4
1840,959,86
1840,959,45
1840,1106,12
1840,1106,14
1840,1330,14
1840,1349,51
1840,1363,4
1840,1363,18
1840,1363,45
1840,1702,4
1840,1702,45
1840,1931,-1
1840,1943,-1
1853,205,4
1853,205,15
1853,299,14
1853,299,4
1853,448,14
1853,448,51
1853,562,61
1853,562,4
1853,562,51
1853,667,4
1853,755,61
1853,755,4
1853,755,84
1853,948,4
1853,948,15
1853,960,4
1853,960,15
1853,960,84
1853,965,-1
1853,1033,71
1853,1033,4
1853,1033,84
1853,1033,51
1853,1033,14
1853,1069,52
1853,1069,51
1853,1374,52
1853,1449,52
1853,1637,15
1853,1637,51
1853,2002,14
1859,9,4
1859,9,0
1859,9,51
1859,198,4
1859,198,0
1859,209,4
1859,455,4
1859,455,0
1859,640,52
1859,640,0
1859,640,49
1859,711,-1
1859,900,4
1859,948,4
1859,953,51
1859,1072,52
1859,1106,-1
1859,1371,16
1859,1376,16
1859,1376,4
1859,1455,16
1859,1455,72
1859,1718,52
1859,1718,0
1896,346,45
1896,346,15
1896,401,52
1896,401,15
1896,585,79
1896,585,77
1896,651,-1
1896,679,-1
1896,875,-1
1896,1214,8
1896,1214,77
1896,1275,8
1896,1275,45
1896,1315,52
1896,1315,45
1896,1345,15
1896,1472,52
1896,1472,8
1896,1570,52
1896,1570,45
1896,1710,45
1896,1710,9
1896,1710,15
1896,2005,-1
1896,2006,-1
1913,58,4
1913,58,0
1913,126,0
1913,330,61
1913,330,14
1913,456,4
1913,456,0
1913,505,14
1913,680,61
1913,680,4
1913,1026,61
1913,1026,16
1913,1411,-1
1913,1551,14
1913,1551,0
1913,1561,16
1913,1627,4
1913,1627,18
1913,1703,4
1913,1703,86
1913,1703,84
1913,1768,4
1913,1816,61
1913,2010,18
1946,600,121
1946,896,51
1946,905,18
1946,905,0
1946,916,12
1946,916,288
1946,957,270
1946,981,27
1946,981,16
1946,981,72
1946,1177,270
1946,1177,51
1946,1239,18
1946,1239,0
1946,1350,-1
1946,1488,16
1946,1488,72
1946,1633,16
1946,1708,18
1946,1756,-1
1946,1808,6
1946,1834,-1
1964,48,14
1964,48,16
1964,48,0
1964,152,14
1964,152,4
1964,152,0
1964,249,14
1964,249,4
1964,249,45
1964,386,4
1964,386,45
1964,645,-1
1964,747,45
1964,747,16
1964,747,4
1964,747,15
1964,777,16
1964,777,4
1964,777,45
1964,829,4
1964,829,45
1964,1062,4
1964,1062,45
1964,1286,16
1964,1286,15
1964,1469,4
1964,1469,45
1964,1790,16
1964,1948,4
1964,1948,45
1964,1985,16
1964,2002,14
1966,221,4
1966,221,72
1966,257,4
1966,457,-1
1966,533,12
1966,602,4
1966,602,18
1966,643,4
1966,643,18
1966,782,4
1966,873,4
1966,873,51
1966,978,54
1966,978,18
1966,978,51
1966,1213,72
1966,1406,4
1966,1406,72
1966,1493,4
1966,1493,54
1966,1493,51
1966,1813,4
1966,1927,4
1966,2012,4
1966,2012,502
1967,94,14
1967,94,42
1967,94,82
1967,400,164
1967,426,-1
1967,579,14
1967,615,51
1967,626,164
1967,626,14
1967,721,14
1967,1118,15
1967,1161,-1
1967,1394,14
1967,1432,-1
1967,1721,14
1967,1721,15
1967,1929,15
1967,1929,51
1967,2005,-1
1967,2006,14
1974,152,4
1974,152,0
1974,158,4
1974,291,123
1974,291,0
1974,306,4
1974,306,0
1974,306,15
1974,372,4
1974,372,0
1974,372,15
1974,372,56
1974,415,4
1974,415,56
1974,428,0
1974,1005,0
1974,1005,84
1974,1100,4
1974,1100,1941
1974,1100,0
1974,1102,4
1974,1102,15
1974,1102,84
1974,1132,-1
1974,1194,4
1974,1194,84
1974,1440,4
1974,1477,0
1974,1777,-1
1991,52,7
1991,119,-1
1991,144,6
1991,144,4
1991,178,4
1991,315,16
1991,315,4
1991,339,16
1991,463,61
1991,463,4
1991,463,45
1991,767,4
1991,767,7
1991,872,6
1991,872,288
1991,905,61
1991,905,4
1991,905,45
1991,1097,16
1991,1097,7
1991,1264,61
1991,1264,4
1991,1264,45
1991,1349,61
1991,1349,8
1991,1529,61
1991,1529,4
1991,1529,45
1991,1699,61
1991,1699,16
2004,43,0
2004,74,51
2004,358,100
2004,378,0
2004,586,12
2004,598,61
2004,901,61
2004,901,0
2004,901,51
